Godina_od,Godina_do,Zbirka,Podzbirka,Pesna_Ime,Pesna_eng,V_mean,A_mean,D_mean,Neutral_word_ratio,Positive_word_ratio,Negative_word_ratio,Anger_word_ratio,Anger_mean_intensity,Anticipation_word_ratio,Anticipation_mean_intensity,Disgust_word_ration,Disgust_mean_intensity,Fear_word_ratio,Fear_mean_intensity,Joy_word_ratio,Joy_mean_intensity,Sadness_word_ratio,Sadness_mean_intensity,Surprise_word_ratio,Surprise_mean_intensity,Trust_word_ratio,Trust_mean_intensity
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,4,"4.
At the bridge here, intensified fighting is taking place,
snow fell from the trees, a machine gun waited.
Sing a bullet restless song and fast,
the bomb blast exploded. He moaned in rage
the knife from the mines after the heart of heaven.
And when behind the bridge over the city smoke rose,
and a fire was kindled, and the day was darkened,
the German is already preparing to flee,
the streets scream,
horrors are voting!
The onslaught then pass
fighters,
the strikers,
to save the bridge!
And grunt the shot,
of iron scribble,
bullets pour into the river -
in pain she bends,
rallies the angry death.
But everything is in vain!
Giggling secretly under a dynamite bridge,
horrible shot the space suffocates,
the bridge breaks and collapses dead ...",0.4246599999999999,0.5788,0.5267199999999996,0.48,0.04,0.32,0.22,0.7209090909090908,0.02,0.398,0.08,0.5547500000000001,0.28,0.6903571428571428,0.08,0.41624999999999995,0.16,0.6335,0.12,0.7266666666666666,0.06,0.4163333333333334
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,5,"5.
But here is the job
at the bridge strengthens. The shout
and dust rises. It burns
in the sun steel.
The flashes glow in the flap.
Masters work, obsessed character,
a youth company works here!
The hammer knocks,
the iron scribble,
the giant crane waves its hands,
turns around
frowning.
The rails are screaming
under the sewing machines,
spark splashes.
The bridge is being built. It is getting up already
as if from a hospital bed.
Straighten iron shoulders,
stretches his arms over the water.",0.5536666666666668,0.4833,0.5670666666666667,0.4666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.42325,0.1,0.4713333333333333,0.06666666666666667,0.3595,0.13333333333333333,0.406,0.13333333333333333,0.39075000000000004,0.06666666666666667,0.492,0.1,0.3283333333333333,0.16666666666666666,0.43260000000000004
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,СКАЗНАТА НА СТАРИОТ МАЈСТОР,"THE TALE OF THE OLD MASTER
""Masters, hear a story about my son,
and you hear, young sons!
An empty soul mourns for him,
for him my chest tears ...
I understand how he was left an orphan,
in the cradle still, a young falcon alone.
How I sighed, how I gathered
to see it, I know one.
In my arms the child grew,
I was his caring and strict father
and as a mother I prayed aloud
to save me from disease god.
I think of him fondly in memory
the first gear, and word, and ôd.
But how we slept next to each other -
there was pain in the memory ...
My hero slept,
he smiled sweetly in his sleep,
but the dark night was desolate
persecuted for his father.
I lay torn without a drop of power
and a hot drill went deep in the mind,
I was rolling hard on the bed hard,
and I heard in my ears a horrible noise,
and I loved my own death.
Because the world has given me trouble,
to be suffering for a crust of bread,
to be hungry my child,
and the roof was torn down and the fire blinded.
And my Christmas to be sad,
to nap misery on my floor,
and I do not have a wet look
to remember joy never.
Argotic life like a angry snake
to crush strength, to drink.
And it was often so strange to me
for my son's sweet dream,
with a quiet smile as he smiles
he played in childhood dreams.
I'm glad my strength is small,
my breath caresses me, it burns me with fervor,
and I'm weird, and I'm sorry
and core tears flow non-stop.
My son has grown up, he has become tall,
a flame flashed in the eyes of manhood;
darkened forehead in youth wound,
and a hard thought descended there.
His path went through a struggle,
torments the enemy in prison without sin.
I struggled in vain to understand it,
he was a falcon, I was a slave!
And when a call came to us
to become a people in a bloody battle,
in a forest with first shift
then my son also got up!
Three angry winters, three leafy summers
with a rifle in his hands he went into agony,
and the world he walked in rose up
with a board company through death and famine.
A gray falcon flies through the smoke and flames
without light wings to live ostriches,
not a bullet whistled by a wicked curse
reached him in flight young.
And when the third year passed
and already the enemy was fleeing in misery,
at the bridge here, promised death,
he fell dead near his hometown.
He fell dead from a filthy hand,
he shed red blood here,
and his rear gaze faded here
like a clear star behind a dark tip.
I waited last night to hear a step,
to knock my son on my porch,
but the night was deaf and soft,
and the echo stalled and the road dumb.
I found him that day at the bridge dismembered,
with other falcons in fellow death.
His hair was strangely smooth,
I caressed her for a long time with my palm hard.
And after the burial passed through the city,
people were walking, a choir was singing:
Let it be celebrated that the hero died
for his people, a sublime pine ...
And then something caught me, picked me up,
my city was very tense,
and as if another world changed the world, -
and a tear for the first time.
No pain, she revealed a miracle to me,
for what my hero longed for,
what every fighter knows
when he dies,
what every man keeps secret
deep in the heart - the most beautiful gift,
but instead of fire to shine bright,
which often smolders - a raging ember.
Freedom - so much that I struggled,
which means I understood that strange word.
And he was buried. Dark above the grave
people stood, a choir sang.
And then I said: My son, goodbye,
let the earth be cold to you!
I will raise it for an eternal memory
the bridge in youth where it fell!
Masters, you have children,
hear father's oath and curse,
young men, I see my son in you,
his hardness shines in your eyes:
To bend everyone. It needs to be built
the bridge! Hard steel let it scream!
Blood in the foundation lay. And such a building
neither a century destroys it, nor a storm destroys it! """,0.5432915129151289,0.4823357933579336,0.5092841328413283,0.3210332103321033,0.16236162361623616,0.2066420664206642,0.11439114391143912,0.5650000000000002,0.11070110701107011,0.47896666666666665,0.08856088560885608,0.5270416666666667,0.14022140221402213,0.6129736842105263,0.17343173431734318,0.48404255319148964,0.16236162361623616,0.6147954545454545,0.07380073800738007,0.38130000000000003,0.0959409594095941,0.5587307692307691
1945,1945,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА,7,"7.
The bridge is ready!
Handsome bodybuilder!
He wakes up early in the morning,
stretches arch after arch.
In the morning a strange guest comes to him
from modern space over a hill,
the sun - one!
The sun naked in a river,
everything is cold and fresh,
at the bottom he dives, swims and slaps,
and the bridge casts a shadow net
and to fan him in her wants.
Water is bursting, dew is near,
laughter is made of clear pearl,
a rainbow flashes over the river ...
And then
secretly
on the rails
distant trembling is carried,
inaudible
quiet
medicine.
Stine
and endure
from the restless bridge!
Trembling creeps crawl on him.
Premiere.
Waiting ...
Suddenly
joyful shout
tore it up
the silence!
Up
behind a steep hill
ripped
the machine!
Lightning look
on the bridge
metna.
He took a breath,
fitted
bury,
за'ржа
and summer -
crashed down,
breaks the rails,
stormy
cuts the curves,
tense chest,
width grab,
compacts,
body,
fly,
wave
Divorce the mane!
And here it is in front of the bridge.
He spreads his arms!
With the scream
on the chest
he is thrown,
lights it
with breath,
caresses him,
bends it,
tightens it
in an iron cage,
deaf,
stormy.
Just for a moment.
And already ahead
in width yuri,
yuri
with a winning shout!
Go ahead, go ahead!
There is no end to the flight!
The country is going crazy,
clear the field,
shoots
distant view!",0.5628666666666666,0.4550777777777778,0.5010333333333336,0.5222222222222223,0.12222222222222222,0.13333333333333333,0.05555555555555555,0.6220000000000001,0.05555555555555555,0.4952,0.03333333333333333,0.27099999999999996,0.06666666666666667,0.5293333333333333,0.13333333333333333,0.42316666666666675,0.07777777777777778,0.3055714285714286,0.08888888888888889,0.46499999999999997,0.06666666666666667,0.44533333333333336
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),ТЕШКОТО,"THE DIFFICULT
Oh difficult! Surli as soon as they scream wildly,
as soon as the drum thunders with an underground echo -
in the breasts why sadly angry squeezes me,
in the eyes why a river flows
and why I feel like crying like a child,
to fold my arms, to cover my face -
I bite my lips, I tighten my heart, damn it,
not to let out a shout.
Oh difficult! The old men are coming out here,
thought on their foreheads, moisture in their eyes
and the first step on soft grass
is calm and slow, with restrained sadness.
But the drum breaks and the scream rises
and lightning flashes in every sight,
and goes forward, shoots, pours
tight order.
The old men jump to the old men;
did not last heart - gray falcon in a cell,
he could not stand the flame alive in his eye,
he could not stand the youth that wants to fly!
She got lost dancing! The ground turned,
and it seems - the stressed century is coming to an end,
and around the stagnant hills dark
and return ek.
And as if the stunt dance had started
with primordial power for our country
and in it forests the rivers the word,
and there was a wild and terrible wind
and ripe grains whisper in it
and the evening odor wafts quietly,
and the earth breathes in spring satiety
with a burning breath.
And the soul, it seems, of my genus tormented
in a difficult dance everything was lost -
century after century that accumulated everything discounted and gloomy
from bloody pain, from prison woe,
century after century that descended from the hard thought
for a joyful child, for a free world,
from a song - for love that dies with a scream
like a crane in flight.
Oh difficult! When I look at you in silence,
fog hits my eyes sura,
and suddenly - the order stretches endlessly
and hills are lost in the desolate wasteland -
and here it comes from the murky fog
everything shadow to shadow, everything to each other -
in endless dance son goes after father,
after you are a grandfather - a nephew.
Dark times are their field,
and their whistle - on the shackles the rattle,
and their heads are down,
and they go straight - everything step by step.
O times when my family has passed away in the dark,
what word will you find for your passion ?!
What word will he find to me about the horror zinat
over desolation and blood ?!
What number will tell me the angry wounds,
on blazing nights, on brown ashes,
who will arrange the pains of the heart gathered,
and tears in the eyes, and curses in the mouth?
Oh difficult! Your chain was a slave,
from girls and brides,
with his hands tied in the prey he had carried
the bully cursed.
Oh difficult! Your chain was a slave,
until he became a people in a leafy mountain,
all even with the misery of centuries gathered
did not lead a lush, rebellious dance!
A dance ran through blood and fire,
and a call was heard and thunder in the smoke -
the rebellious leg blew you everywhere
on the birth floor.
Oh difficult! Now in our villages
in freedom the first time I meet a dance,
is it strange - a tear to flow hot,
Is it strange - a complaint I remember in my heart ?!
From centuries of slavery, my people, you go
but you carry in your hands a gift of gold and a song.
Your wheat bran will be fruitful,
and your life!",0.5123090909090908,0.49979999999999997,0.48666363636363597,0.34545454545454546,0.12727272727272726,0.16818181818181818,0.10454545454545454,0.5848260869565217,0.05909090909090909,0.5366153846153846,0.07272727272727272,0.44050000000000006,0.15,0.543969696969697,0.15,0.4851212121212121,0.1318181818181818,0.6161379310344828,0.05909090909090909,0.5596923076923077,0.10909090909090909,0.46770833333333334
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),1,"1.
White rose - you bloom for me,
and you, my boy, will be mine!
You are, youth, to rejoice,
little boy to caress you!",0.7382222222222221,0.41855555555555557,0.5107777777777778,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.045,0.3333333333333333,0.557,0.2222222222222222,0.117,0.1111111111111111,0.062,0.4444444444444444,0.496,0.0,0.0,0.2222222222222222,0.34750000000000003,0.2222222222222222,0.539
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),2,"2.
Shut up, shut up, poor heart!
even if you are happy for me,
after arrests, after dungeons
you will see a lot of trouble.",0.5034285714285714,0.4628571428571428,0.4281428571428571,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.555,0.0,0.0,0.0,0.0,0.2857142857142857,0.6675,0.0,0.0,0.0,0.0,0.14285714285714285,0.609
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),3,"3.
Last night sadly through the darkness
jaor wood was roaring.
I just lay down, I fell asleep alone,
I have a strange dream.
I dream of a dark fog,
in the fog to two falcons,
pearls crumble from the wings.
Say, mother, old mother,
what kind of show is it?
- Heavy Koba, court trouble
Kobe, son, your dream:
dark fog - dark dungeon,
to two falcons - to two brothers,
crushed pearl - a small chain.

",0.4945277777777778,0.3833333333333333,0.4250555555555555,0.2777777777777778,0.08333333333333333,0.2222222222222222,0.08333333333333333,0.36600000000000005,0.08333333333333333,0.4346666666666667,0.027777777777777776,0.352,0.1111111111111111,0.571,0.19444444444444445,0.4635714285714285,0.2777777777777778,0.46440000000000003,0.027777777777777776,0.477,0.1111111111111111,0.5997499999999999
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),4,"4.
Crazy lying in the dungeon,
heavy leg shackles,
broken chain of the hands.
Nobody goes
crazy to see,
oh sadness!
They will open early tomorrow,
crazy young to collect,
crazy young to lose.
Nobody reads
crazy to save,
oh sadness!

",0.39219047619047614,0.5278095238095238,0.39328571428571424,0.23809523809523808,0.14285714285714285,0.47619047619047616,0.3333333333333333,0.43257142857142855,0.14285714285714285,0.5493333333333333,0.09523809523809523,0.3905,0.3333333333333333,0.5242857142857144,0.14285714285714285,0.2886666666666667,0.38095238095238093,0.537875,0.14285714285714285,0.23700000000000002,0.14285714285714285,0.35400000000000004
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),5,"5.
Sea roar, black chicken de!
You are a bad cob, you carry a black voice.",0.43242857142857144,0.44971428571428573,0.4642857142857143,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.484,0.0,0.0,0.14285714285714285,0.391,0.2857142857142857,0.3045,0.0,0.0,0.42857142857142855,0.328,0.0,0.0,0.0,0.0
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),6,"6.
I was very sorry, very black,
for your youth that he died.
He was a strong boy, a strong heart in his chest,
do not endure slavery heart to eat it!
You put up a rifle, a company board assembled
and a mountain of green watt green.
An enemy struck you, hidden in malice.
Your unknown grave is called for repayment!

",0.5115185185185186,0.5174444444444444,0.5135925925925926,0.18518518518518517,0.18518518518518517,0.3333333333333333,0.18518518518518517,0.5104,0.14814814814814814,0.39249999999999996,0.1111111111111111,0.49700000000000005,0.25925925925925924,0.4922857142857144,0.2222222222222222,0.33216666666666667,0.14814814814814814,0.6855,0.037037037037037035,0.172,0.14814814814814814,0.4605
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),7,"7.
Get up, Goce Vojvoda,
you have suffered a lot of injustices!
The mountain is waiting for you,
the field burns you;
in the fields of troubled peasants,
wretched slaves in dungeons.
Get up, son of the people,
lead a captive people!
May spring be our spring,
to be our field,
to love our villages,
May our children be happy!

",0.5964117647058823,0.46005882352941185,0.46088235294117647,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.0,0.0,0.17647058823529413,0.5313333333333334,0.058823529411764705,0.711,0.11764705882352941,0.329,0.17647058823529413,0.622,0.11764705882352941,0.624,0.0,0.0,0.11764705882352941,0.6835
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),ПЕСНАТА,"THE SONG
Sing it, baby, sing it
the song Stojanova,
the heroic song, -
where was Stojan, where did he go,
where did Stojan Partizan go,
how Stojan died
from those wretched fascists.
I can not sing, Grandpa
song for your son Stojana -
where was Stojan, where did he go,
where did Stojan Partizan go,
how Stojan died -
because you are very sad.
When I sing a song,
you will shed tears of blood
you will feel sorry for me too.
Sing it, baby, sing it
Stojanova's song.
My father's heart is hungry,
the tear dew from the sky.
When you sing a song,
dew falls on my heart -
I'm glad for him,
for his heroism,
Stojan is not dead
sitting at home on a trowel,
but Stojan is dead
bloody fight leading:
last bullet fired,
last enemy died,
last song sung -
that's how Stojan died.",0.5707755102040815,0.5194897959183672,0.47371428571428587,0.2857142857142857,0.22448979591836735,0.12244897959183673,0.061224489795918366,0.7050000000000001,0.16326530612244897,0.461625,0.061224489795918366,0.6093333333333334,0.08163265306122448,0.6625,0.2653061224489796,0.6343076923076922,0.2653061224489796,0.5143846153846153,0.04081632653061224,0.5235000000000001,0.16326530612244897,0.5078750000000001
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),ПИСМО,"LETTER
You for my whole life me
you are my best friend -
childhood as soon as I mention it,
I think of you then.
The games were one of us
and some days white,
the day did not even come
and children divide us.
Away from each other,
idea letters often -
but I think of only one thing
like the sound of a midnight song.
And when I first chatted with him,
unknown fire burned me -
it was close to me and strange,
and the word sounded new to me:
""I always love you
dear friend to meet you.
That's why you work
to make the world a better place. ""
Dude, if I only knew then
that in a fight you will die out,
I would remember her at your word
the force is wild and clear.
I often fell after,
I did not have a strong heart,
but I found strength again
to meet the sun.
And when I sank in the dark
- I can not just think! -
oh how terrible it rang for me
the word of your letter.
No. I will not break it
your strong curse.
I will fight, buddy,
to make the world more beautiful.
You are not dead to me.
You live fondly in memory.
And even today I can
to be your faithful friend.",0.6390140845070421,0.47426760563380277,0.540056338028169,0.29577464788732394,0.22535211267605634,0.1267605633802817,0.07042253521126761,0.6256,0.07042253521126761,0.3936,0.028169014084507043,0.496,0.11267605633802817,0.5808749999999999,0.22535211267605634,0.43687499999999996,0.07042253521126761,0.5913999999999999,0.056338028169014086,0.424,0.22535211267605634,0.5825625
1948,1948,ЗЕМЈАТА И ЉУБОВТА (1948),ЗЕМЈАТА И ЉУБОВТА (1948),НА ГРАНИЦА,"AT THE BORDER
Lake saw you:
border it into two parts.
But who would stop the wave?
not to go from end to end,
not to spread white wings!
It can be seen on another hill
royal crown of stones.
Burandar lined her up -
let everyone know,
hence is a royal country.
Our field the sun shines
and in the Greek cloud fell.
The lives there are deplorable
and the trees are silent curses
on Greek soil suffered.
There the night creeps terribly,
there at night villages burn.
The executioner tramples the lives,
executioner makes an ugly feast,
cars, hangs, lights in a row.
Dungeons are being filled again,
our brothers die in them.
A dark night swallows the days,
people are smoldering in shackles,
c Beaz-kule, in the grave zinat.
Bake, you have a wound in your heart!
There is no more peace here.
And with a rifle the people arose
and across the mountain fan,
what about heavy fighting forests.
The army goes through the villages,
Macedonian and Greek equal.
Let the enemy harden his fear,
let it fall into murky blood
his throne, the throne of shame!
Lake saw you:
border in the middle divides.
But who will stop the wave?
not to go from shore to shore,
not to spread white wings!
And whichever wall he will tame
the wave of the people stormy,
and who will oppose him
when the people will be united
to overthrow tyranny!",0.46692941176470587,0.49068235294117635,0.4983058823529414,0.4470588235294118,0.08235294117647059,0.24705882352941178,0.10588235294117647,0.6045555555555556,0.07058823529411765,0.37483333333333335,0.07058823529411765,0.4985000000000001,0.16470588235294117,0.6306428571428572,0.09411764705882353,0.282125,0.15294117647058825,0.5997692307692308,0.011764705882352941,0.172,0.08235294117647059,0.45099999999999996
