,sentence,year_from,year_to,song_name,zbirka_name,podzbirka_name
11,breathless,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
12,we are coming forward,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
13,we do not give up,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
14,eager,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
15,we will bite,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
16,bells,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
17,in vain a neighbor asked,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
18,heart eager eager,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
19,i go somewhere alone,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
20,heard in a dark noise,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
21,it s embarrassing for someone,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
22,to think of each other,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
23,for each other to find,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
24,the most honest kind word,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
25,everything irreversibly died,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
26,just what i dreamed,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
27,only insult was left,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
28,to the heart bitter sorrow,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
29,night song,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
30,i want to go alone,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
31,strange night welcomes me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
32,showers me with stars,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
33,murmur moonlight,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
34,makes me drunk,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
35,deep thought hidden thought,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
36,from the chest rises,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
37,and i raise my eyes a strange song echoed,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
38,the night swallows me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
39,to be here not an hour here,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
40,stellar eternity passes,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
41,to be here,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
42,of all i will make you the most beautiful,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
43,i do not want to see i do not want to know,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
44,just let the song carry me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
45,to surround me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
46,the sky is dark blue,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
47,everything whispers crickets whispers,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
48,a sad memory caresses me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
49,that i think of you the most in the world,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
50,and you do not want me sorry suffocates me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
51,unfortunately everything is deafening,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
52,division,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
53,we are given a day to love,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
54,and again to be sad at parting,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
55,and again we say to ourselves do not forget me,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
56,and we may never see each other,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
57,the road will be blocked by a downed bridge,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
58,road will hinder us burnt city,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
59,the bullet in the forehead will block our way,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
60,we could be sad again,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
61,and again we say to ourselves do not forget me,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
62,and we may never see each other,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
63,burial song,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
64,goodbye old woman you s me,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
65,all my life a child knew me,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
66,sadly now eyelid eyelid,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
67,a stretcher goes through our village,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
68,i will not come i did not shed a tear i am not sorry,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
69,day by day the days hid us,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
70,and once of you a child smirked a little bud,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
71,i heard the first story about the buds,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
72,goodbye rest in a harsh land,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
73,you will not be startled at night by sorrow,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
74,you will neither hear nor see,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
75,bloody wound of son s strength,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
76,the old,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
77,the old one stops at the dark gate,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
78,she is not listened to she is scared,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
79,everything seems to her someone is making fun of her,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
80,the old one stops at the dark gate,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
81,can not be seen bends to the rug early,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
82,in a dream from afar with the dead he cries out,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
83,the song about the prisoner,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
84,a dark cry wakes me up,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
85,again the terrible hour came,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
86,here things souls cold,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
87,and i lie helpless,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
88,the night time is fatal again,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
89,someone giggles on the porch,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
90,and with nails hand grave,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
91,from the walls scratching dumb,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
92,oj for flower dreams young,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
93,not to be a slave anymore,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
94,and for new love in the breast,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
95,you threw me here in the grave,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
96,why still dark shadow,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
97,in a certain hour you go,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
98,from a dream hope to take me,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
99,for freedom and for salvation,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
100,silently tramples evil midnight,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
101,someone choked on the porch,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
102,and with nails hand grave,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
103,from the walls scratching dumb,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
105,when from the country tedious,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
106,the pagan german retreated,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
107,he in malice sandy gloomy,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
108,wreak havoc and fire,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
109,the tyrant has been with us for a long time,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
110,sowed horror and sorrow,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
111,behind their heels filthy,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
112,left a bloody trail,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
113,but the angry trouble passed,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
114,and desolation where he lay,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
115,labor rose,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
116,people tightened,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
117,roads are being built railways are being made,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
118,smoke tunnels,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
119,rails are placed,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
120,squeaks a busy lever,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
121,and already at dawn,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
122,with smoke and sparks,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
123,starts,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
124,the first train,1945,1945,1,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
126,and just when the sunbeech,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
127,ripped on the mountain,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
128,suddenly,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
129,the statue,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
130,lush,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
131,get excited,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
132,through a dark tunnel,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
133,the machine,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
134,stop for an hour,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
135,core,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
136,closed his eyes,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
137,struck by light,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
138,he buried illegally,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
139,fitted,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
140,boil,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
141,frkna,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
142,and forward run,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
143,down jump jumped,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
144,he roared with joy,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
145,crashed in the field,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
146,breaks the rails,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
147,stormy,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
148,cuts the curves,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
149,tense chest,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
150,width grab,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
151,compacts,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
152,body,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
153,fly,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
154,wave,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
155,divorce the mane,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
156,go ahead go ahead,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
157,there is no end to the flight,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
158,the country is going crazy,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
159,clear the field,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
160,shoots a distant sight,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
161,the sun shines,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
162,a plain spreads and there silver,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
163,the river snake is pouring,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
164,the sting machine is on it now,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
165,to go there,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
166,to trample it,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
167,to tear it up,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
168,go ahead go ahead,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
169,and everything is closer,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
170,and already loud iron strong shout,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
171,forward,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
172,one more moment,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
173,but suddenly,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
174,stop,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
175,sore muscles,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
176,pisna,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
177,like a horse,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
178,in the race,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
179,over ruin,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
180,on two legs,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
181,accused,1945,1945,2,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
183,like a broken spine,1945,1945,3,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
184,lying on the water bridge,1945,1945,3,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
185,the wave is silent and mournful,1945,1945,3,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
186,flat iron bones,1945,1945,3,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
188,at the bridge here intensified fighting is taking place,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
189,snow fell from the trees a machine gun waited,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
190,sing a bullet restless song and fast,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
191,the bomb blast exploded he moaned in rage,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
192,the knife from the mines after the heart of heaven,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
193,and when behind the bridge over the city smoke rose,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
194,and a fire was kindled and the day was darkened,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
195,the german is already preparing to flee,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
196,the streets scream,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
197,horrors are voting,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
198,the onslaught then pass,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
199,fighters,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
200,the strikers,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
201,to save the bridge,1945,1945,4,MOSTOT (1945) ПOЕМА,MOSTOT (1945) ПOЕМА
