,pesna,year_from,year_to,song_name,zbirka_name,podzbirka_name
11,grave happy is he who can light a candle at the grave of their ancestors he then stops in silence with a specified head and sees the yellow flame walk in the chamber contact established and no one is then stronger than man not even death itself it is the hour of his victory and what about the blind man what can not see anything like that but he has his ipip he will get down on his knees will lubricate the cold plate with the palm of your hand or simply compacted soil and straightens up again and he as the winner my graves are growing in a storm the paths between them in the weed the sights are lost fewer and fewer know them and what can lead me to them my dead how will i confirm my fidelity to you then and how i will renew it to have peace in the soul,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
12,pensioners first day of the month autumn morning like rain they were already in a pile in front of the post office early excluded fold your shoulders under a light coat they mutter something important under their noses one eye is on their door not to miss the waiting moment and as soon as the door opens their gathering is quickly dispersed everyone goes after his postman who will wait for him otherwise until noon the small money is left as a tip grandmothers at home we need bread and milk for today and a little green oh macedonian,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
13,epilogue at pesjo brdce near prilep marko was leading fight for days waving it seemed with the sword halves of the enemy both halves came to life and they pretended to be two marko saw that it was not horseshoe upside down drumming to beat on the wind not to remember that no one is in the castle and got lost somewhere in the night folk talk and i should have fought this battle to beat her for days with bloody hands to shoulders with bloody legs to the knees to shrink i do not even examine myself completely until i get to the end i do not even wither like a well that dries up in summer to remember the last wish just so no one sees my death i go out early on this pesky hill angry at the bulls i chase the devil cat swing left and hit right and i wave and crush and i cut as they often cross a mountain when making their way but in the evening when i return they get up everything is put together after me as it were as if i had drank filthy water and only evil multiplied like a weed after weeding and here it is again night and again it is no age i hear evil befalls like muddy water that overlaps and it seems to me everything perishes in the earth as if it never existed as if i had never done anything horse my horse upside down blow drums in the wind to beat let my ghost scare them not to see my death just so no one sees my death to be alone with her as with the bride on the night of pregnancy,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
14,columbus i saw that country for the first time at dawn the dream let the eyes watch first reflection of blue distant mountains creepiness of creeping waves for you ribbed the paddle fat he led me without storms to tear him apart oh beautiful was the road in uncertainty and it was sad to be back and the end would be even sadder to roar my country a slave persecuted i who am thirsty for space went to you in the dark and my memory sinks i do not know if i have seen you anymore or i just dreamed of you in a dream,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
15,small objects all these giants toys trifles souvenirs small memories of big moments small gifts from great friends they lose it suddenly one day its magical charm your little and warm soul to become cold pieces maybe the elm that started to dry out in the same way remember first that bears many dry twigs,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
16,skopje you who will stand on gazibaba offspring hear from here i also saw skopje and the day was spring from them when knitted in soft unity fresh roof lines and every poplar is a green fountain i was a little overwhelmed with my eyes than i m silent but clairvoyant and clear and know i remembered this call of mine is the most daring hand in the future with your spirit is a hug i would say and like a sharp lightning cut century after century he and shouts clicks roars think of me,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
17,corps at first glance it turns out that it was a natural death small cat body stiff legs back and forth fully extended to be closer to the ground on which the head rested death has occurred for sure in a more secretive place someone slapped the tiny carcass on the street to the rubbish bins it s a cat and he could be a dog good thing it s cold this morning,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
18,full cycle variation of a song in turkish poet fazil hysni daglardza it was different even when there were four of us youth love death and me then there were three of us love death and me and now we are just two face to face death and i at first she held a very modest place death now it s coming so as not to stay in the end none of the four,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
19,gombrovich s diary the one who sells the sweetest apples at bitpazar has the right to shout how much he holds his voice that apples in others they cost nothing only if he is not ashamed and afraid the third diary is also completed we will wait for the fourth in vain at bitpazar among the empty stalls last laughs sweetest death something is moving somehow somewhere forward sly mind,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
20,the word keep the word tightly bound like an untrained horse what does he know to bite to kick to wave keep it why if you let it go that way beheaded in chairs who knows which crazy head will wish to ride it,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
21,song of the vineyards in the vineyards of vodno if we are silent silently in a sunny afternoon when the weather is quiet and the grass lasts that s not why we feel sorry for each other it s about to be nice if we sway halfway through when the wind blows and we look excited at each other it s not because root horror creeps us in it s about to be nice if we spread shadows on the moon when no one will surprise us it s not for the scrolls to shine brighter it s about to be nice if we are submissive to the hands of the vinegrowers who prune our twigs and caress them shoots it is not to produce grapes and wine it s about to be nice we are weird who started to understand us the country is getting closer to him people are getting further and further away,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
22,flora and fauna in green wooden boxes in the cafe ornamental plants reflected in mirrors delicate petals with unknown names among them dwarf fern they are listed discreetly to each other and barely visibly tremble in just their quiet dance and they send a rebuke do you know what tenderness is you who touch roughly while a lost woman in a hoarse voice in bad english negotiates with two big blacks at the next table in the pub you are meat,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
23,separation i want to ask you approaches as a body to see you alive no shadow ghost white but to become clean disturbing image of the dream now you leave me alone with fingers dipping me to understand this division reveals truth means it was not it is not reality that really bothers me,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
24,game several young twisted bodies worth as much as an eternity charter secretly heard with a dark sound appeared in the soul on a muddy night he chases me in which the raindrops fall in the muddy night to wander just to hurry hurry hurry to celebrate the blood of the young to have someone and to suffer,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
25,lawn in the birth house of ivo andri this whole city with the river with the mountains moves into a story as invented now as soon as i think about it how unreal it is for us indeed as if it had been invented that childhood which they show us here,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
26,afternoon summer is scheduled on may noon in the care shadow and light are divided clearly lined but the air does not tremble and the heat is far away how to nap the sun the rays go weakened how beautiful,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
27,division we are given a day to love and again to be sad at parting and again we say to ourselves do not forget me and we may never see each other the road will be blocked by a downed bridge road will hinder us burnt city the bullet in the forehead will block our way we could be sad again and again we say to ourselves do not forget me and we may never see each other,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
28,vangel because of such people the sun warms us too i m talking about vangela from varoshko maalo no one is like him you remember the two warmths at the middle water of markukule as a child what blackberries i ate there and you may have heard and i was not surprised when i understood that those two cannons sometimes not someone else but vangel planted them again,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
29,thirst they secretly despised my historical consciousness with everything derived from it they only appreciated my touch on different parts of the body to my ingenuity and imagination and because of the chills and they could not give it up feeling that it is given only once aged they deny my understanding even more and still more indifferent to mine daily destiny only the memory brings them back sometimes with thirst to my withered springs,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
30,pursuit to koce solunski who told me this song as he once said it uncle nikodin yes trajce yes so my friend in krusovo in the uprising we kissed the nanny in dolneni behind the copies of smugrevci we three stabbed runaways we dried the nail then from senokos smoke and dust were given a whole bullock of horses to make your hair stand on end out of fear and what to do and what to do we threesome in everything that heroically knocks in us let s give karshilak we are a minority therefore with the rifles forward we dug into the dig yes so do you trajce yes so you brother,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
31,sleeping a sick child go to sleep darling calm down already you are sick my son in a dream you will see a lamb and flowers the pain of sleep will pass mother be on me last night take care of me i m scared on the cobweb there see yellow spider drinking blood no son the moon is shining and stars in the heavens do not be afraid mother will be awake last night sleep sleep my dear,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
32,heat today in the sky those blue angels with white wings whole flock what are they doing and what are they looking for they one big they a glowing casserole enchanted with gold and after her after all in the middle with gold hammers wave and they are swinging,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
33,beginning of autumn on the first autumn the signs fuzzy shadows on the road fuzzy flicker of rays a faint whisper in the noise vague pity on the clouds blurred images in the mind,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
35,ruins ruins wall or stone green moss in every depth yellow lizard host stamen sun indiscriminately on the rubble here is the truth,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
36,sign good news oh miracle and today the same bird on top of my linden tree maybe she stopped there every day not only to rest its wings but also to give me a sign of good and why not notice it so far because i did not look up at the sky well depressed and submissive low to the ground,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
37,on my songs rarely will anyone come to you you will be completely forgotten as a traveler on vacation which embracing the ivy reveals a tombstone so some random intent under the leaves of your words will sense a hidden meaning then bear witness of me,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
38,night song i want to go alone strange night welcomes me showers me with stars murmur moonlight makes me drunk deep thought hidden thought from the chest rises and i raise my eyes a strange song echoed the night swallows me to be here not an hour here stellar eternity passes to be here of all i will make you the most beautiful i do not want to see i do not want to know just let the song carry me to surround me the sky is dark blue everything whispers crickets whispers a sad memory caresses me that i think of you the most in the world and you do not want me sorry suffocates me unfortunately everything is deafening,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
39,i m still somehow connected to you raw rock heap stone bell hear this awful call and do not shut yourselves in front of me in its durability and i understand the sides of the world wherever i am after your granite character in memory that s how i get up,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
40,prayer a girl carried away that i pray to the dead evenings you know me oh how sweet the sorrow was with him far down the dark road and now sick i pray to him the character in a dream that stole from me rejoicing clear rejoicing clear or black trouble to give me or black trouble just to buzz music in the heart in the infinite breadth but instead of a song it enters the heart some frozen voiceless peace and you get lost because extinguished love in a bloody world in the morning a sick man wakes me up garvan flock in flight,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
41,thirst and how i feel when i see you no one knows nor will they know it is a vile thirst you will say it s a thirsty move to the stellar landscape i will say,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
42,cage thirty years and what has been done thirty broken ties the child in me is closed in a cage of wrinkles,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
43,manuscript the first butterfly this spring with white spots along the sky blue among the young foliage of lindens and apricots notes his white verses and because of that i that which i am in love with i love him again,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
44,a song for life how the dogs barked how muddy everything bothers me now in the dark fiery bloody weather you are everything naked tortured carcass with a hammer one by one baboon heads break andandandand breathless we are coming forward we do not give up eager we will bite,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
45,beautiful women beautiful women in my nation they blossomed quickly like an apricot blossom like may lilac oh injustice they belonged to unelected men their hair tangled during the day at night dissolved on the chest and hips their quail action he was soon stabbed by a girl their youth was passing like the smell of linden that blows away the wind soon they were sitting at the gate with bowed head and protruding knees with an inaudible exhalation beautiful women unhappy women they blossomed quickly like an apricot blossom like may lilac,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
46,the dog the dog who knew me well my neighbor the neighbor and he caressed me so many times by waving at the tail that big handsome pure albino white dog what happened to him now on this foggy morning to attack me with fierce barking by stripping the dazzling dogs are you so absorbed in this skin does so much evil pass on to me from the night before in a rage to become even another unknown person for the friend for the dog,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
47,division he was quiet and blue on the scarf that gleam black and instant in the eyes but still that division is final ah still that coincidence of everything so why is black veda in your heart as in the ankle of a solitary oak,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
48,selfcreation thus with mutual minor detentions to show ourselves sure we will go undetected we build it day by day even for years the better part of yourself then like a harsh winter unexpectedly the truth comes and remains to hang in the air a little bit more ghostly that our personal building our illusion has been shattered late to reinvent ourselves,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
49,calendar not like the ancient starfish staring faithfully into the night depths of the sky dark and attractive secret and eternal we only after the unfaithful trembling of their hearts we declare love reduced attaching importance to them such a calendar is arbitrary and deceptive a place of greatness torn memories and even contempt and hatred those imaginary holidays awaken in us,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
50,saint nicola saint nicholas golden again bring everything you need we welcomed him with lean sarma both with beans and with onion fish it s not like it used to be when on the eve of the holiday they would find out now the deceased and they would sit around the table it all started with chickpeas brine and peppers appetizers for homemade brandy after dinner the commons go and stories then the guests went to bed who was where ordan your uncle may god forgive him was not it pcalt would sing in a dream lord have mercy and then the night fell silent what has passed has passed but still fuck him here we live with the lord ahead and our tribe is fruitful,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
51,memory of celebration that hour would be my last memory i would see you cherry slavej and that carpet on your ores with a golden overlay of a thousand colors i would mention how trembling i was after that sting he would walk lightly i almost set out on a floral bow no flowers any girl dance no flowers any tiny twists with their face a mountain like a whale that hour my back look would be i would see struga in blue fog from the top cherished before i can catch oh lake i will send you greetings,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
52,girls in love they have a gently shaded face as if a shadow of translucent leaves were falling on it and the face lengthens imperceptibly they have eyes enlarged pensive and wet how to be afraid of every side surprise they tilt their foreheads so lightly to touch the lips of a loved one which then seem to them like butterfly wings standing on the grass for a moment before flying away and the grass bends they then shoot their hands in their arms desperately bold blind and inevitable like oars in a shaky sea before which we involuntarily close our eyes god have i ever really experienced that,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
53,the difficult oh difficult surli as soon as they scream wildly as soon as the drum thunders with an underground echo in the breasts why sadly angry squeezes me in the eyes why a river flows and why i feel like crying like a child to fold my arms to cover my face i bite my lips i tighten my heart damn it not to let out a shout oh difficult the old men are coming out here thought on their foreheads moisture in their eyes and the first step on soft grass is calm and slow with restrained sadness but the drum breaks and the scream rises and lightning flashes in every sight and goes forward shoots pours tight order the old men jump to the old men did not last heart gray falcon in a cell he could not stand the flame alive in his eye he could not stand the youth that wants to fly she got lost dancing the ground turned and it seems the stressed century is coming to an end and around the stagnant hills dark and return ek and as if the stunt dance had started with primordial power for our country and in it forests the rivers the word and there was a wild and terrible wind and ripe grains whisper in it and the evening odor wafts quietly and the earth breathes in spring satiety with a burning breath and the soul it seems of my genus tormented in a difficult dance everything was lost century after century that accumulated everything discounted and gloomy from bloody pain from prison woe century after century that descended from the hard thought for a joyful child for a free world from a song for love that dies with a scream like a crane in flight oh difficult when i look at you in silence fog hits my eyes sura and suddenly the order stretches endlessly and hills are lost in the desolate wasteland and here it comes from the murky fog everything shadow to shadow everything to each other in endless dance son goes after father after you are a grandfather a nephew dark times are their field and their whistle on the shackles the rattle and their heads are down and they go straight everything step by step o times when my family has passed away in the dark what word will you find for your passion what word will he find to me about the horror zinat over desolation and blood what number will tell me the angry wounds on blazing nights on brown ashes who will arrange the pains of the heart gathered and tears in the eyes and curses in the mouth oh difficult your chain was a slave from girls and brides with his hands tied in the prey he had carried the bully cursed oh difficult your chain was a slave until he became a people in a leafy mountain all even with the misery of centuries gathered did not lead a lush rebellious dance a dance ran through blood and fire and a call was heard and thunder in the smoke the rebellious leg blew you everywhere on the birth floor oh difficult now in our villages in freedom the first time i meet a dance is it strange a tear to flow hot is it strange a complaint i remember in my heart from centuries of slavery my people you go but you carry in your hands a gift of gold and a song your wheat bran will be fruitful and your life,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
54,turtledove your voice is no longer as meaningful as it used to be but it mercilessly hurts my hearing my soul is sick and here on this temple one swollen vein lost and absent joint no urge no real excitement only with unhealthy horror before the judgment your vote is no longer relevant to me you owl that foretells march mornings in the yard,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
55,beauty the deity left no flaws to her twisted posture straight lines soft black look even got older for the color which she received this summer in the sun on sunburn on fine sand by the sea to look even more like a perfect bronze bust and mercury only one was careful the deity it did not give her fertility so that even greater beauty is not born of her new elena due to which it may erupt a new trojan war only once could the deity be deceived and make a mistake,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
56,success of vladimir moshin june the tiny bell of st demetrius the unrecognized church sings an unrecognized saint to the joy of god alone we send you you vladimir moshin you even from petrograd finally got back here to be with us despising the pharisees o lieutenant oh professor o stavrofore was it a coincidence to become friends you and me old friend and now i confused to send you,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
57,peppers prilep is celebrated with peppers with heaps on the market there are we eat them in salads in pans we keep them in pickles for the winter it has them alive and angry and mild and man finds the cure in them with salt and pepper we strengthened strength with pinjur our century is more beautiful autumn will come with its charms in rows of pepper hid every home the verandas are decorated with ruined patterns and the house is a beloved bride and so with us from ancient times beauty and strength are created,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
58,protection how much harder it is for young people than us which we somehow looked like we are waiting for a release from life and we ask for understanding for our nonsense and they have yet to stop before that same life and still protect us to the extent that it has determined it love,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
59,rural road that path narrow and crooked i thread it like a thread through a needle in my memory now he leads me to kamenici here i am i reached the fountain our sokole is blunted here in desolate turkish i passed the path all the way to sivec it can already be seen from here nebregovo,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
60,blink the hearth is off only one more fire is burning after crumb after crumb ash is rubbed on it oh how predictable that hand is which exactly at the last moment is raised above it to feel the heat,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
61,the inevitable see a blossoming flower released two or three petals stated blue head orphan unnecessary to anyone do not step on it it had nothing else to do show respect for the inevitable,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
62,turtledove how beautiful around everything we are even two we are even two i goog and fly summer and crow we do not have work another i do not want to think i do not want to know how is he alone how is he alone,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
63,virgins not a word about the ankle that hurts insidiously you passed hungry for love alone and one death met you naked ascetics through goce pere dame not once a hand on your shoulder did not touch what she wanted to hug and only a shadow without a flag and only a cold rifle belt and only in a dream did you take forgiveness accelerated to the rear echo to that bullet in the heart as a point not the truth of the dream thirst roared you did not remember to become a petty century nor how much it can offend a woman,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
64,previous i am not looking for a word about what is happening to us say it betrayal madness abomination lowliness everyone will pay for their rage the desolation that awaits you i have already experienced it do not be afraid it s not scary in the end you even remember sorrow and closeness,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
65,family history how happy your father was the desolate when you were born to saint nicholas guests guests guests joy joy joy and now you after me you are the oldest split up over our grandchildren,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
66,and what can death be old to take that hour of sight as soon as the heart desires and the thought demands deceive me you dark time my predecessor i call you today i who try the same way i know you can judge me i know i have the right to judge you,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
67,disdain what did you give me back speech brings courage courage brings sorrow when i told you dear darken your whiteness you despised me with strength,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
68,graduates where are those bulging breasts where is that bold and wide step where are you nadi where are you sweet nadi should only a bitter rebuke last where is that burning gaze alive like a fiery trail in the dark where are you dawn dreamed dawn should only hidden grief last our new youth is the second graduates study in the park and in the evening they shout across the promenade like a river roar i see that wide step again in the future ahead hurray hurray butterflybow a miracle awaits you oh if not for this prom,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
69,beekeeper when i think i could to become a beekeeper in my life that beekeeping is my essence i remember the smell of my mother i hear a long lullaby even from my rural childhood how swarming bees are tamed matmatmatice and i see the swarm alive when rubbed on the olive around all gilded by the sun hopeful my spring song,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
