,pesna,year_from,year_to,song_name,zbirka_name,podzbirka_name
63,virgins word ankle hurts insidiously passed hungry love alone one death met naked ascetics goce pere dame hand shoulder touch wanted hug shadow without flag cold rifle belt dream take forgiveness accelerated rear echo bullet heart point truth dream thirst roared remember become petty century much offend woman,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
64,previous looking word happening us say betrayal madness abomination lowliness everyone pay rage desolation awaits already experienced afraid scary end even remember sorrow closeness,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
65,family history happy father desolate born saint nicholas guests guests guests joy joy joy oldest split grandchildren,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
66,death old take hour sight soon heart desires thought demands deceive dark time predecessor call today try way know judge know right judge,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
67,disdain give back speech brings courage courage brings sorrow told dear darken whiteness despised strength,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
68,graduates bulging breasts bold wide step nadi sweet nadi bitter rebuke last burning gaze alive like fiery trail dark dawn dreamed dawn hidden grief last new youth second graduates study park evening shout across promenade like river roar see wide step future ahead hurray hurray butterflybow miracle awaits oh prom,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
69,beekeeper think could become beekeeper life beekeeping essence remember smell mother hear long lullaby even rural childhood swarming bees tamed matmatmatice see swarm alive rubbed olive around gilded sun hopeful spring song,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
70,call ah autumn day gilded sun get get fast wander together people see laughter rush heart today child unwrapped light intoxicated autumn day gilded sun,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
71,birthday collapsed son heavy burden eyes seem go mother duma better time grew lamb lead mother rock nowhere traces flocks someone without sin chasing rest soul suffers know path leads torments subside somewhere go go go bitterly bite mother gave birth something else grew lamb,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
72,let see lake throws away away said sad song true heart chest long shores beats,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
73,visit museum hands touched entrance small hall quiet excitement sat next quite close bench told lives watching claude monet red lilies behind picasso guernica,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
74,wrath cold sweat forehead cold sweat arms bigor stiffened body exhales smoldering silently hard see end somewhere hope least saved anger strengthens right curse also consolation spit disgust,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
75,sun autumn sun turn back remember heat shoulders stays way turn face close eyes imagine days rare,1941,1945,ЗАКОПНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
76,swallows swallows screaming dawn birds night day divided fast gluttons scream weave vague yarn secret twilight element everything momentary touch border water air refine saw us trace work heaven swallows scream,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
77,children flew somewhere irreversibly chickens seized darkness huge mess nest deserted lost heat thought order serenity becomes transgressive lied miserably lied naive holding hand takes somewhere irreversibly wave black chaos like us experienced moment remarkable closeness still connects us flash oh moment love scams,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
78,spring song take grass secret thought winter grows grows spring spring green clear lush springs place life fruitful father country chest furrow quiet laugh seed sprouts vineyards foliage one breathe blue sky first time see love wheat field native sonic joy awakens bridge make flight takes strange born free end song ripe know tell people sing wildly sings starry night youth think spring part happiness rye lush wide field sprouts blue flowers people strong gait ecstasy coming youth gray falcon winged gray winged falcon,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
79,weakness strength weakness apostle paul job strength broken leaned left weakness finished became meaningless,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
80,prince andrej understand well mortally wounded forgive everyone everything vanity meanness betrayed malice finally said goodbye evil supports life soul expiring even new meaning deeper word holy book sounded read superficially,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
81,sign love top linden today even two birds whine quietly opposite towards blue sky two twigs sounds like distant flute falcon two lovely doves,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
82,ana memory anne pennington mistress beautiful country somewhere case need refuge consolation stupid thought destiny thought go together treskavec prilep whereas insight childhood shoot view village everyone destiny,1941,1945,СТАРАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
83,changes rains night night long dream transforms trouble wake wonder weight remember immediately trouble gets old name many reasons feel sorry still dripping refresher may soon follow,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
84,weakening transformed beggar lord welcomed marka kraleta road one bag lifted weight whole earth son old open bag shoulder marko took tip spear earth shake done said lord left third force folk legend gave unbelievable strength grow muscular like oak ankles rejoice young man chatter listing joke naive gave remember country move like plowman throwing stone front soldering iron god afraid reckless fear changed original intention take away strength approached thoughts parent approaching went home simple faith child runs back playing take end night knew healer smiling satisfied clear whirlpool soul goodnatured could imagine otherwise omnipotent disguised beggar dressed rags floured beggar bag written face pain becoming old man blind make notice cunning hidden eyes better make fun buy weigh scales show cruelty god humiliated annul think man testify moment vile weakness look bitter ridicule even majesty heaven spring midnight stars nuclei hopeful silent prayer relentless measure humiliation cut half left sense strength like driedup underground river darkness yet calmed roar waves ridiculous made first collapsing kingdom boat sinking load torment sin strengthen save turbid water overlaps oh full gave birth noted among gave gift god smoke hands flame wings whole rises heart curses waiting answer unified still remember something beyond maybe alienated created us break free trouble alone duman look path life,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
85,blue hills extremely sleek everyone could see small child came pour water handful play pebbles lake laugh son would come personally strange desire pulls lake stop blue night falls boy boy lake meet whisper long time night stars shine still pain sorry much youth spend seen lake standing poplars sad strain water know personal native land,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
86,ars poetica old jivjanu naked people call oh songwriters listen us pew pew pew old man responds children light soft strongly kindly sorry bitter experience clotted pain pew pew pew still nt know,1941,1945,ПЕСНАТА ЗА ЗАТВОРНИЦАТА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
