,pesna,year_from,year_to,song_name,zbirka_name,podzbirka_name
13,трепет те молам запри не пристапуј близу ме граба веднаш сепобеден ужас и колку да се твојте стапки леки јас страдам божем на срце ми газиш о тоа пат е на тага и есен што рони лисја како тихи солзи и дека уште прва љубов немам те молам запри не пристапуј близу,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
14,полноќ загубен жерав в бескраен мрак в бескрај се гласи самотен вик самотен вик од ветрот скршен пред мразни зори уморни крилја тој ќе склопи и ќе доврши незнаен пат в бескрај се гласи самотен вик над мртов град самотен вик о дали има будно срце тагата само и ништо друго бескраен само да сети јад над мразно поле низ темница пискот на сама ранета птица,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
15,помош толку стари и млади гледам околу готови да го земат товарот на себе без кимка без надокнада само за да ми помогнат толку отворено и наивно го примаат тие животот без смисла за опасноста а јас пак чемреам и сум паднал во очај крени ја главата окајаниј можеби со таа несебична помош и ти нешто постигаш за иднината,1941,1945,ПЕСНА ЗА ЖИВОТОТ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
16,ѕвезди думам вие еднаш ми зборевте нешто но не думам веќе што и како било и залудно да се присетувам сега сивило се свило споменот го скрило думам само беше на полноќ во раец чкртаа по патот кираџиски коли и штуркаа ѕвезди еднолично штурци со глас што се моли за тивнати боли о ѕвездено небо мислев дека мој е зборот како тајна што во мене ѕуни но залудно да се присетувам сега зошто да ме буни звук на глуви струни го паметам само тиквешкиот говор на колари пеши крај чкрипливи коли само она тивко штуркање во раец и глас што се моли за далечни боли,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
17,песна за животот како лаеле пците како било кално сето ме наваса сега во темничиштево пално крваво време сето си гола измачена мрша со чекан една по една глави бабуњави кршат ииии задишени напред вјасаме не се даваме настрвени ќе касаме,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
18,преображење нежно ме дели од постелата да не се сетам што станува да не ме доболи да не ми биде тешко кажете ми пат во натамошниот живот правете место за потурнат човек секогаш друга рамка го чека телото со веќе назначен нимб каде што лежам сега на грб тревата била разгазена над мене зелен бор над него сино небо секогаш друга лулка го чека телото да го заниша да го занесе да го приспие така од лулка до гроб,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
19,резигнација зошто ја чувствуваш оваа тага што срцево го стегнала ледно кога е јасно дека си победен и треба да ти е веќе сè едно треба да бидеш сосема мирен треба да бидеш докрајно мудар да чекаш така без возбуда секаква навреда и удар дури во тоа што се сака не можеш сега да имаш вера странични желби влечат некаде и не е денес што било вчера зошто те стега оваа тага што како магла се шири в гради сега сме сосем беспомошни ние што бевме силни и млади,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
20,крени се гоце војвода доста си трпел неправди тебе те чека гората тебе те пека полето на нива мачни селани клетите робје в зандани крени се сину народен поведи народ поробен да ни е пролет пролетта да ни е наше полето да ни се мили селата да ни е радост челадта,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
21,обврска сфати ја со сета сериозност оваа обврска уште посилна дека заемна и без да го знаеш досега тоа ние сме се задолжиле да го чуваме споменот еден за друг ќе минат сите површни оддалечувања ќе дојде час на враќање кон загубеното за да се згрее душата макар малце на него како што изѕемнатиот ги грее рацете на жив жар под распретаната пепел,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
22,јаглен само да замижам тој веќе расте од подземноста безоки црни грижни старци се исправуваат пред мене нивните чела со строги брчки ми се внесуваат в лице ако ги стиснам посилно клепките црн тој на карпи се трупа веќе ме надраснал ме поклопува крцкаво ме зглобува во себе и јас сум веќе в подземен рудник црна грутка што си шепоти можам да горам,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
23,сенка оваа лека сенка преку патот што неусетно падна сè уште проѕирна значи веќе вистинска пресуда над денот иако никој и не помислува на тоа таа паѓа како преку душата без никаква тежина само со неусетна нијанса на студ но тоа значи потпис на пресуда над денот по неа иде самрак па мрак,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
24,очовечување штом тие можеле така да помислат и дури да ми го речат јас не знам што е слободен здив од гради ширно широки целиот свет да загрнат не роди се човек роб биди ами роди се роб и роб биди кочо рацине брате,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
25,урна ја склопив десната дланка и стискам јако цврсто како својата пепел да сум ја собрал во грстот,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
26,по многу години по многу години пак се најдов на истата улица во овој град зима е голомразица смрзнат коловозот тротоарите чекор по чекор по многу години пак се најдов на истата улица сум заборавил дека таа куќа е на аголот сум заборавил колку неугледен бил нејзиниот влез не сум сигурен дали тоа се случуваше на вториот или на третиот кат само позлатените раскошни месечински полноќи над истиот овој град ги паметам сè уште сега преминувам со дланка по грапавината на ѕидот тоа е сè што можам да сторам по многу години,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
27,свежина студено варило чешма во леската под златоврв жуберка водата во дванаесет коритца камени од едно во друго претекува сонце просеано низ клепките ромор во слухот бистер здив што останало животна свежина во мене отаде потекнува,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
28,кумановскиот превој кога в скопско пченицата трае и ржта молчи во надгробна тага овде е едно брановито море ширина плавна и пучинска песна душата долу таговна и млака овде се дипли сè талас по талас ко што се диплат тие шумни житја пеејќи пливај пливај пливај еј,1941,1945,КАМБАНИ,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
29,старата старата запира до темната порта не се слуша страшливо се обѕира сè се чини некој се подбива старата запира до темната порта не се види рано на ругузина се свиткува на сон оддалеку со мртвите се надвикува,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
30,промени цела ноќ врне цела ноќ сонот ја преобразува мојата мака се будам и се чудам што беше оваа тежина но веднаш се сеќавам и маката го добива пак своето старо име има толку причини да се сожалуваме уште капе но наскоро може да настапи разведрување,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
31,че гевара штом бунтот ќе го изобличи власта бунтовникот за почести се граба и повторно се изделила каста а надежта за обнова е слаба но бродат негде пак бунтовни чети што глад и жедост ден и ноќ ги мачи ги шиба дождот во андите клети и над нив страшно ураганот јачи во таа бура да измие снага пак наивен да сети верба стара тој таму трга по позната трага но подемот е еден че гевара кој презрел докрај и привид и лага не живот веќе ами смрт тој бара,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
32,пеперуга не водиш сметка ти за моите преданија не сакаш ни да знаеш пред кого сум јас обврзан во свеста и во восприемањето на светот ти си загрижена за својот углед и убавина не те занима тебе мојата семка од која нажалост сè произлегува ниту имаш верба во посебниот пристап кон виделото и мракот што можат да ти ветат тебе моите посебни агли на посматрање ти си уплашена за својот углед и убавина од некаде извира мојот порив спрема тебе и не можеш ти да не ја сетиш со копнеж свежината на таа струја но која бразда и да ја завлече не се спротивставуваш препалена за угледот и убавината во што ја сети тогаш длабината на оние црни корења што ме појат сè до спокојна сенка лете и дека шумолат гранките не само по волјата на ветрот при таков ужасен страв во што се состои твоето сакање викам застануваш како пеперуга на исушено дрво,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
33,ана на сpоменоt на ана пенинgtон таа беше за мене господарка на една поубава земја како да има негде во случај на потреба прибежиште и утеха за мојата залидана мисла а таа носела своја судбина јас мислев да појдеме заедно еднаш на трескавец над прилеп откаде што како увид во моето детство пука поглед на моето село но секој носел своја судбина,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
34,заштита колку им е потешко на младите отколку нам што некако сме ги изгледале ние чекаме отпуст од животот и молиме за разбирање за нашите глупости а тие треба допрва да застанат пред тој ист живот и уште да нè штитат нас со мера што ја определила љубовта,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
35,пролет неусетно од веков нас споменот нè дели и пролетта ја снема штом младоста ни свена и пролетта во крајот на споменот се сели со мирисот на бозеј под мишките на жена,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
36,неизвесност ништо сигурно нема да знаеме умот ни сече грубо колку нејасно разбира човекот што е вистинска љубов таа е можеби откажување од изгорот и слачот дали сме сетиле колку е очајно тестото под сачот дали е можеби сè во сенката во капка вода на усни загорени дали се најблиску до свежината тие што се заморени дали овие мисли минат низ твојата глава дали да ти се доверам без сила без гордост без слава,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
37,тема ги нема значи биле па тоа не е лоша тема и јас сум бил штом ќе ме снема,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
38,шесто дете зошто мајка дури сега ми кажа дека била шесто дете зошто ли го таела толку години тоа можеби не заради тоа што пред неа умреле пет дечиња можеби заради тоа што по нејзиното раѓање умрела нејзината мајка знам само дека баба ми била од дреновци а како му било на дедо илија тој ја сакал својата единствена ќерка тој велел збирајте полози дечиња ќе ви купам опинчиња а мислел на неа тој велел пејте песна дечиња дури ги врзувам снопјето да ни биде весела нивата а мислел на радоста на својата единствена ќерка и тоа било убавина така се родив на мајка јас вели цепенков,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
39,струмиче еве ќе развијат в бавча струмичињата така по наше ги викаме хризантемите набабрува споро жолтиот напон на нивниот цут уште е тој како стиснато детско раче мое струмиче ти го пречека со треперлива мисла овој човек што зачекорил кон староста јас сум тој што ја откри убавината на твоето чело мекиот повев на влакненца по двете слепоочници но ти се исправаш со самосвесна става со меки жолти реси во чудна чистота се оцртува твојот лик во прозрачниот воздух на есента и немам јас право не можам ни да ја допрам чистата душа што ме надраснала минаа така убавите денови на оваа есен многу те засакав а сум беспомошен да задржам макар привид на среќа залудно вети да ги снема моите тажни песни шумоли есента вене сета во моите жили,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
40,вера веро на нашата младост што стори од нив што направи од едни ситни праматари од други сити берокуќници добивници без со прст да мрднат од трети маченици на твојот збор така си шепотат меѓу себе гробовите на оние млади луѓе уште деца што еднаш го положија животот,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
41,залез оваа болка е величествен залез на љубовта како руменило на запад во летна приквечер неусетно скипнува раскошниот прелив на боите се кинат една по една нежните жилки на жалот,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
42,песна зошто дојдов сега кај што сме минеле двата ние црвен облак в небо запрел прва сенка в поле паѓа мирно долу река дише тивко тивко тивја патот дална моја јас што сетив чуден мрачен мир ми дава ти си како тивка песна еден само што ја знае зошто дојдов сега кај што сме минеле двата ние,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
43,татко од тебе ние немаме помош знаеме дека си слаб и јаден но зборуј зборуј зборуј татко со зборот што само тебе ти е даден не мисли дека сме ние прости и дека за себе се правиме важни о татко зборуј за нас се свети твоите зборови тажни има во светов некоја точка и смисла што треба да се сети со тебе заедно ја бараме ти ништо друго не ни вети спокоен биди нашата љубов од подбив тебе трајно те штити ние сме среќни со тебе татко па со нас биди среќен и ти,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
44,приспивна кој ли ќе те гушне со рацете мали и со златна коса саноќ да те гали кој сребрена песна на сон ќе ти пее надвор ветре дува месечина грее надвор лисје шуми ројот ѕвезден бега јас те сакам многу мој си мој си сега надвор роса роси и зокумон спие спи ми спи ми сонот убав нека ти е,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
45,колумбо ја видов првпат таа земја в зори мечтаната та очиве да пазат прв одблесок на сини дални гори морничавост на бранови што лазат за ваму ребрест на веслата фатот ме водеше без бури да го сразат о убав беше в неизвесност патот а тажно беше враќањето назад и крајот уште потажен ќе бидел да мреам земјо моја робјаш гонет јас што за простор жеден сум ти идел во темнило и споменот ми тоне да не знам веќе дали сум те видел или пак само сум те сонил в соне,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
46,учители мои учители јас ви благодарам за сè без вас јас не би бил ништо но во мене се јавува страв дека ве надминувам и дека за тоа не можам да ви оддадам почит колку што сум должен вие бевте сврзани со цели и успеси што сосем сигурно се постигнуваат јас гледав од голема височина неспособен за приземниот живот,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
47,патник јас суров нервчик еве гаснам веќе и божем газам на мраморна плоча црнице збогум подгрбена мајко го надживе ти својот скрбен син и вие збогум о петрински лозја со претчувство на ново трпко вино но вие штири со кибарни куќи во кои млачно мусандрите дишат баздриѓани туѓ меѓу вас сум бил сум живеел во хмурна меланхолија ве тревожев ко патник што на полноќ застанува пред портите да клука ме гоневте рамнодушни и злобни а сега дури и гробјето ваши пак ќе го гонат мојот суров гроб и вземи туѓ и притеснет ќе бидам сè дур не дојде едно ново племе што ќе ме сака и прослаува,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
48,таа ме врати кон животот со порив на благото тело кон животот ме врати што значи кон изневера веќе против неа ноќеска на сон крена глас бившата изгора а најаве ги предјавува своите права по силата на животот идната затоа сам си се чинам толку ништожен,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
49,мртовците мртовците не се отсутни тие се населени во нашиот сон ним им е во тој предел поудобно отколку нам ноќе кога сме сами беспомошни тие доаѓаат по своето не знаеш дали е подобро кога ти упатуваат збор или кога молчат сеедно тие укажуваат на твоја кривица што треба да ја плаќаш врзан си од сите страни и во бдеењето и во сонот и во споменот тешко ти тебе човече што не можеш да се спасиш ниту од заминатите преку,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
50,утро утрински посетители на паркот треба да сте чудни луѓе вие треба нешто да ви недостасува ах да го уловам извивот на пајажинана ах да го фатам трепетот на сонцето на овој лист ах да го предусетам летот на белата пеперуга утрински посетители на паркот нели исто нешто помислуваме,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
51,грешни жени сpоред тиквешкиоt зборник xv век о убави жени од средна коа о убави тешти уште неповенати тие што сосем отворени згрешиле со зетовите за нив нема на небо влез ни на тесната ни на широката врата што им вредат сите добрини што ги сториле како добри по срце тие треба да бидат изложени на поруга зашто тие долу на земјата не се воздржале пред поривот од кој расцутувала нагло и сладосно и само еднаш така сета отворена нивната снага,1941,1945,НОЌНА ПЕСНА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
52,молитва девојче занесен што му се молам мртвите вечери што ми го знâт о колку слатка шедбата беше со него далеку по темен пат а сега болен јас му се молам на ликот в сништа што ми се вкрал веселба јасна веселба јасна ил црна мака да би ми дал ил црна мака само да ѕуни музика в срце в бескраен шир но место песна влегува в срце некаков смрзнат безвучен мир и ти се губиш печална зашто угасна љубов во крвав свет наутро болен од сон ме буди гарванско јато во стрвен лет,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
53,рано те испративме по туѓи градишта мал ни беше ти уште уште малечок што ако рече не одам си велевме а ти не пререче ништо и отиде да знаеш како било на мајка тогаш перам а твојата преслека ми ја нема под прстиве спростирам а твојата бела кошула ми ја нема да ја погалам,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
54,ој разбуди се росо девојче ти да погледаш долу полено како е поле раззеленето и по полето бели сватови коњи виловни што разиграле песна сватовска што запеале ој та не ми е поле широко поле широко раззеленето ој туку ми е сино езеро сино езеро разлелеано ој та не ми се бели сватови ој туку ми се бели бранови ој та не ми е песна сватовска ој туку ми е песна жалосна шуми езеро играј езеро летај жгалебче белокрилесто летај долетај мене на рака да те затоплам на бели гради,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
55,дедо коне тогаш во првото бугарцко во ѓурултијата го забраа дедо ти конета в град апцана за еден негов лут збор окарал ѓоа мајка на управијата таа работа стана што да чини пустава му домаќинка ќе оди да го бара кај што робува ме пуштија зборнавме што зборнавме на проштавање вати кутра душа опинците да си и собува дунавке ми рече моето се виде времињава лоши гробот зинат земи и барем опинциве да не одат вира носи и дома децата нека и кинат а јас си помолчев си помолчев срце стутулено смилосано чело и кладов в торба опинците и кинисав полека в село,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
56,по работ нам нешто не ни е таман како да молиме аман и како да нè зема нешто за спас да нема и како да се гаси што треба да нè спаси некаков лек зар има зад неодгатната рима,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
57,починка есенва е мирна просветлена сета човек сака негде далеку да шета убавино ти ме заморуваш веќе сè ќе минам кое со возбуда мами има такви места каде што сме сами убавино ти ме заморуваш веќе смирноста е мудра страсноста е глупа ќе седнам во паркот на некоја клупа убавино ти ме заморуваш веќе и долго ќе седам со цигара в рака вечерта што иде ќе ја чекам така убавино ти ме заморуваш веќе,1941,1945,РАЗДЕЛБА,ОД СТАРИОТ НОТЕС (1941‡1945),ОД СТАРИОТ НОТЕС (1941‡1945)
